,latitud,longitud,zone,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price,property_title
2201,-34.6544487,-58.4714103,Flores,PH,4.0,2.0,122.0,86.0,100000.0,Casa - Parque Avellaneda
2202,-34.5445469,-58.4658709,Nuñez,PH,2.0,1.0,50.38844958867976,58.0,136000.0,Venta PH dos ambientes reciclado a nuevo espacio aéreo propio sin expensas Nuñez
2203,-34.6318154884,-58.3707236233,Barracas,PH,4.0,3.0,166.0,95.0,250000.0,"PH - 4 Amb c/Cochera, Patio y Parrilla! - Sin Expensas!"
2204,-34.5667978,-58.4676291,Belgrano,PH,3.0,2.0,57.0,57.0,150000.0,PH 3amb todo luz y sol con cocina comedor - MUY BAJAS EXPENSAS (1ero x esc)
2205,-34.624894,-58.5172331,Floresta,PH,3.0,2.0,80.0,66.0,111000.0,Casa en 2 Plantas 3 amb con Quincho y Terraza  / Versalles
2206,-34.6168581,-58.4259572,Caballito,PH,3.0,2.0,52.0,52.0,120000.0,PH HOY SIN EXPENSAS EN MARMOL Y BELGRANO - T/A NUEVO PATIO - Caballito
2207,-34.5805275,-58.4650258,Chacarita,PH,2.0,1.0,67.0,67.0,119900.0,Espectacular PH en dúplex con parrilla propia · Cero expensas!
2208,-34.624894,-58.5172331,Versalles,PH,3.0,2.0,80.0,66.0,111000.0,Casa en 2 Plantas 3 amb con Quincho y Terraza  / Versalles
2209,-34.5805275,-58.4650258,Colegiales,PH,2.0,1.0,67.0,67.0,119900.0,Espectacular PH en dúplex con parrilla propia · Cero expensas!
2210,-34.5781297,-58.4544866,Colegiales,PH,6.0,5.0,240.0,190.0,310000.0,PH - Colegiales
2211,-34.5842546,-58.4852264,Parque Chas,PH,2.0,1.0,209.0,137.0,319000.0,"Espectacular PH con garage,  pileta, solarium y parrilla. Parque Chas. UNICO!"
2212,-34.5842024,-58.4852835,Parque Chas,PH,4.0,3.0,233.0,110.0,300000.0,"PH 4 ambientes, balcón y amplia terraza - Parque Chas!! Imperdible."
2213,-34.6010708,-58.3909254,San Nicolás,PH,2.0,1.0,48.0,48.0,65000.0,"Sin expensas, muy buen PH de 2 1/2. P. 1º x Esc. .OPORTUNIDAD"
2214,-34.6058364,-58.5052091,Villa Devoto,PH,2.0,1.0,67.0,46.0,109000.0,PH - Villa Devoto
2215,-34.6208511,-58.4016473,San Cristobal,PH,3.0,2.0,59.0,59.0,120000.0,PH - San Cristobal
2216,-34.5805275,-58.4650258,Villa Urquiza,PH,2.0,1.0,67.0,67.0,119900.0,Espectacular PH en dúplex con parrilla propia · Cero expensas!
2217,-34.5645404212,-58.4948851712,Villa Urquiza,PH,2.0,1.0,45.0,35.0,112000.0,PH - Villa Urquiza
2218,-34.6438404,-58.4295908,Parque Chacabuco,PH,4.0,3.0,121.0,98.0,68000.0,PH 4 ambientes - sin expensas- Parque Chacabuco
2219,-34.6544487,-58.4714103,Parque Avellaneda,PH,4.0,2.0,122.0,86.0,100000.0,Casa - Parque Avellaneda
2220,-34.6420255,-58.4649331,Flores,Casa,4.0,3.0,157.43028240377402,147.0,249000.0,Casa lote propio excelente estado- Flores
2221,-34.5551376619,-58.4760718418,Coghlan,Casa,4.0,3.0,173.30855225549948,171.0,359900.0,Casa - L.De Nuñez
2222,-34.5895877,-58.4313518,Palermo Soho,Casa,5.0,3.0,290.0,230.0,815000.0,Impecable Casa en Calle Serrano 5 amb . 290 metros . Garaje para 1 auto. DE REVISTA! 
2223,-34.5461282898,-58.4783568344,Saavedra,Casa,3.0,2.0,207.2706513677508,176.0,345000.0,Casa - Saavedra
2224,-34.6194061,-58.4519993,Caballito,Casa,5.0,4.0,200.0,150.0,370000.0,Casa - Caballito Norte
2225,-34.6584247,-58.4894523,Mataderos,Casa,4.0,3.0,140.0,100.0,98000.0,Casa - Mataderos
2226,-34.5998814,-58.5219678,Villa Devoto,Casa,19.0,3.0,486.6916521578768,536.0,765000.0,Casa 4 AMBIENTES Villa Devoto
2227,-34.6339694,-58.4080016,Parque Patricios,Casa,4.0,3.0,131.0,131.0,225000.0,Casa - Parque Patricios
2228,-34.6544487,-58.4714103,Parque Avellaneda,Casa,4.0,2.0,122.0,86.0,100000.0,Casa - Parque Avellaneda
2229,-34.6126134,-58.4749492,Villa General Mitre,Casa,6.0,3.0,223.9452895048584,193.0,340000.0,Casa - Villa Gral.Mitre
2230,-34.6279453,-58.3599772,Boca,Departamento,2.0,1.0,59.0,56.0,97000.0,Departamento - Boca
2231,-34.637872701,-58.3640316488,Boca,Departamento,1.0,1.0,49.2608691362492,23.0,50000.0,Departamento - Boca
2232,-34.6265943,-58.4257349,Boedo,Departamento,3.0,2.0,97.08060841603105,57.0,145000.0,Departamento - Boedo
2233,-34.6305379,-58.4192214,Boedo,Departamento,2.0,1.0,44.0,39.0,82000.0,Departamento · 2 Ambientes C/ Patio · Colombres 1361 · Boedo
2234,-34.6245418,-58.4072662,Boedo,Departamento,4.0,2.0,95.0,90.0,139900.0,Departamento de 4 ambientes en Boedo
2235,-34.6025078,-58.4099888,Abasto,Departamento,1.0,0.0,33.0,27.0,85000.0,"Lavalle *3100. Depto. 1 amb.  c/cochera. PISCINA, parrilla.  Sup.33 m2. Por m2.: usd 2576."
2236,-34.6253667,-58.4653413,Flores,Departamento,3.0,2.0,53.0,53.0,90000.0,3 AMBIENTES | BOGOTA al 2400
2237,-34.6466774,-58.4563939,Flores,Departamento,2.0,1.0,42.0,39.0,44500.0,Departamento - Flores
2238,-34.5475870037695,-58.46564357588187,Nuñez,Departamento,3.0,2.0,118.0,90.0,291200.0,Departamento 3 ambientes en  Nuñez
2239,-34.5475870037695,-58.46564357588187,Nuñez,Departamento,2.0,1.0,58.0,53.0,116000.0,Departamento 2 ambientes en Nuñez
2240,-34.544112,-58.4607942,Nuñez,Departamento,5.0,4.0,203.0358115779155,134.0,548000.0,Departamento - Nuñez
2241,-34.5505475,-58.4607645,Nuñez,Departamento,3.0,2.0,67.0,60.0,199800.0,Departamento - Nuñez
2242,-34.5475568,-58.4703691,Nuñez,Departamento,3.0,2.0,69.0,59.0,220000.0,3 Ambientes A estrenar!! Posesion inmediata - Nuñez
2243,-34.557865,-58.4555736,Nuñez,Departamento,2.0,1.0,45.0,41.0,108000.0,Venta de Departamento de 2 amb - Nuñez
2244,-34.5526902,-58.4681334,Nuñez,Departamento,3.0,2.0,51.0,51.0,119000.0,Departamento en venta 3 ambientes en  Nuñez
2245,-34.5453705414,-58.4592707999,Nuñez,Departamento,3.0,2.0,64.0,55.0,220000.0,Departamento - Nuñez
2246,-34.5966077,-58.3768209,Retiro,Departamento,2.0,1.0,40.0,40.0,78900.0,Departamento - Retiro
2247,-34.5994633,-58.3798593,Retiro,Departamento,3.0,2.0,77.0,69.0,88000.0,DEPARTAMENTO EN VENTA 3 AMBIENTES CON ESCRITORIO. CENTRO. OPORTUNIDAD
2248,-34.6005415,-58.4297936,Almagro,Departamento,3.0,2.0,69.0,63.0,165000.0,Departamento 3 ambientes c/dependencia. 2  Balcones / Baulera Muy luminoso
2249,-34.6283524,-58.4298975,Almagro,Departamento,3.0,2.0,65.0,62.0,138000.0,AV. CORRIENTES AL 4300 - 3 AMBIENTES C/ DEP - RECICLADO.
2250,-34.608151096338496,-58.42154351096633,Almagro,Departamento,3.0,2.0,70.0,65.0,130000.0,Departamento - Almagro
2251,-34.6087177,-58.4186195,Almagro,Departamento,3.0,2.0,75.53445360905027,86.0,137000.0,Departamento - Almagro
2252,-34.6129963,-58.4116232,Almagro,Departamento,3.0,2.0,90.0,90.0,125000.0,"3 AMBIENTES | ALSINA, ADOLFO al 3200"
2253,-34.6100397129,-58.4159355921,Almagro,Departamento,3.0,2.0,80.0,76.0,149000.0,Departamento  3 ambientes  Almagro
2254,-34.6013239222,-58.4182961,Almagro,Departamento,2.0,1.0,27.0,25.0,59900.0,Venta Departamento 2 ambientes con patio Almagro
2255,-34.5674374,-58.4728136,Coghlan,Departamento,2.0,1.0,38.0,38.0,105000.0,Departamento en Venta 2 ambientes . Piso alto. Vista Abierta. Todo Luz. Coghlan
2256,-34.5674374,-58.4728136,Coghlan,Departamento,2.0,1.0,43.0,38.0,110000.0,DEPARTAMENTO EN VENTA DE 2 AMBIENTES CON BALCON . COGHLAN
2257,-34.5680294,-58.4768942,Coghlan,Departamento,2.0,1.0,45.0,34.0,124900.0,Departamento - Coghlan
2258,-34.6503084,-58.5203836,Liniers,Departamento,1.0,1.0,36.0,34.0,57900.0,Monoambiente venta libre - Luminoso - Cosquin 10 Liniers
2259,-34.581199697669696,-58.43542754276926,Palermo Hollywood,Departamento,3.0,2.0,76.0,65.0,198500.0,EXCELENTE EDIFICIO.3 ambientes. Apto prof.
2260,-34.5900450589,-58.4340630584,Palermo Soho,Departamento,4.0,3.0,102.0,95.0,260000.0,Thames 1200. Departamento 102 m2 - 4 ambientes con cochera  - Palermo
2261,-34.5914225,-58.4094,Palermo,Departamento,4.0,3.0,107.0,98.0,290000.0,Piso 4 amb 107 m2 - Alto Palermo
2262,-34.5944309,-58.4241849,Palermo,Departamento,1.0,1.0,33.0,31.0,79000.0,Departamento - Palermo
2263,-34.5979153,-58.4138865,Palermo,Departamento,2.0,1.0,46.0,43.0,120100.0,A ESTRENAR 2 AMBIENTES CATEGORÍA C/ BALCÓN - Palermo
2264,-34.568875,-58.4321254,Palermo,Departamento,1.0,1.0,40.0,36.0,110000.0,"ESPECTACULAR MONOAMBIENTE CONVERTIDO EN DOS AMBIENTES,  AMOBLADO Y EQUIPADO"
2265,-34.5875002,-58.4162629,Palermo,Departamento,1.0,1.0,23.0,19.0,74000.0,Studio Apto Profesional !!!! Excelente Ubicación !!!
2266,-34.5890975,-58.4201224,Palermo,Departamento,2.0,1.0,50.0,44.0,120000.0,Departamento - Palermo
2267,-34.5819516,-58.4477398,Palermo,Departamento,2.0,1.0,63.0,58.0,130000.0,Amplio 2 ambientes de 63 m2 · 100% Amenities!!
2268,-34.5783192,-58.4227742,Palermo,Departamento,1.0,1.0,23.0,23.0,70000.0,Venta Departamento Monoambiente Luminoso Bajas Expensas Palermo La Rural
2269,-34.5799981,-58.4006109,Palermo Chico,Departamento,5.0,3.0,230.0,194.0,900000.0,Muy buen departamento en Mariscal Ramon Castilla al 2800
2270,-34.581199697669696,-58.43542754276926,Palermo Hollywood,Departamento,1.0,0.0,26.0,21.0,54900.0,Monoambiente en Venta en palermo Hollywood. PB con muy lindo patio luminoso
2271,-34.58208018689189,-58.42484427960528,Palermo,Departamento,2.0,1.0,52.0,43.0,156500.0,Departamento - Las Cañitas
2272,-34.5740189,-58.4217738,Palermo,Departamento,3.0,2.0,71.0,67.0,270000.0,Venta departamento de 3 ambientes con cochera
2273,-34.5858064,-58.4129121,Palermo,Departamento,4.0,3.0,114.0,112.0,225000.0,Departamento - 4 Ambientes con Dependencia - 114 m² Totales - Súper Luminoso. ¡Retasado!
2274,-34.5967039,-58.4132563,Palermo,Departamento,1.0,1.0,37.0,31.0,109000.0,Divino Depto !!! Super Luminoso ! Cocina Independiente !!! Muy buenas medidas !!
2275,-34.58208018689189,-58.42484427960528,Palermo,Departamento,2.0,1.0,52.0,43.0,156500.0,Departamento - Las Cañitas
2276,-34.58208018689189,-58.42484427960528,Palermo,Departamento,4.0,3.0,73.0,64.0,155000.0,"Venta - Departamento - 4 ambientes - 73,17 m2 - Soler 4400 - Palermo"
2277,-34.5684196202,-58.435038443,Palermo,Departamento,2.0,1.0,74.0,71.0,168000.0,"Venta 2 1/2  ambientes - Dúplex, cochera, baulera, muy luminoso en Cañitas!"
2278,-34.5853883,-58.4125724,Palermo,Departamento,4.0,3.0,97.0,88.0,190000.0,Departamento - Palermo
2279,-34.586280980170066,-58.426466995399984,Palermo Soho,Departamento,4.0,3.0,104.0,92.0,230000.0,Palermo Soler 4400 depto. 4 amb con dep.Super luminoso
2280,-34.5979165,-58.4138564,Palermo,Departamento,1.0,1.0,45.0,42.0,122100.0,A ESTRENAR 1 AMBIENTE DIVISIBLE - Palermo
2281,-34.6454035,-58.3812839,Barracas,Departamento,4.0,3.0,72.0,69.0,110000.0,4 ambientes con balcón y cochera
2282,-34.5648004,-58.4446307,Belgrano,Departamento,5.0,4.0,279.0,245.0,1000000.0,"Espectacular torre en la mejor zona de Belgrano!! 3 dor en suite, 2 cocheras"
2283,-34.5639864,-58.4592979,Belgrano,Departamento,3.0,2.0,90.0,75.0,229000.0,VENTA PH 3 AMBIENTES BELGRANO PARRILLA PATIO A NUEVO!!!
2284,-34.566417,-58.4513458,Belgrano,Departamento,5.0,3.0,144.0,132.0,305000.0,Departamento - Belgrano
2285,-34.5598733,-58.4492538,Belgrano,Departamento,4.0,3.0,148.0,130.0,356000.0,4 AMBIENTES C/ COCHERA Y DEPENDENCIA · BELGRANO · LA PAMPA 1500
2286,-34.5525943,-58.4429397,Belgrano,Departamento,3.0,2.0,68.0,65.0,295000.0,Departamento - Belgrano
2287,-34.5629627,-58.4390798,Belgrano,Departamento,5.0,4.0,202.0,202.0,599000.0,5 ambientes en Libertador al 5100
2288,-34.5563748,-58.464077,Belgrano,Departamento,2.0,1.0,50.0,50.0,163200.0,Venta 2 amb - Av Congreso 2500 - Belgrano
2289,-34.5722889,-58.4427017,Belgrano,Departamento,2.0,1.0,45.0,41.0,110000.0,AMPLIO 2 AMBIENTES EN VENTA EN COLEGIALES - BELGRANO PB CON PATIO
2290,-34.5651729,-58.4652967,Belgrano,Departamento,4.0,3.0,112.0,103.0,305000.0,Departamento - Belgrano R
2291,-34.5674374,-58.4728136,Belgrano,Departamento,2.0,1.0,38.0,38.0,105000.0,Departamento en Venta 2 ambientes . Piso alto. Vista Abierta. Todo Luz. Belgrano R.
2292,-34.5674374,-58.4728136,Belgrano,Departamento,2.0,1.0,43.0,38.0,110000.0,DEPARTAMENTO DE 2 AMBIENTES EN VENTA BELGRANO R CON BALCON
2293,-34.5620844,-58.4566864,Belgrano,Departamento,3.0,2.0,76.0,57.0,150000.0,Hermoso 3 amb. con gran patio. Primer piso al frente. Blanco Encalada 2900
2294,-34.5540377,-58.4619072,Belgrano,Departamento,3.0,2.0,57.0,47.0,140000.0,3 ambientes en Muy buena ubicación !!!
2295,-34.5645661,-58.4695671,Belgrano,Departamento,2.0,1.0,41.0,41.0,79000.0,2 ambientes cómodos y super luminosos !!
2296,-34.5620844,-58.4566864,Belgrano,Departamento,1.0,1.0,39.0,35.0,118000.0,"Venta de Monoambiente con cochera fija cubierta  en Belgrano, CABA - Apto Profesional"
2297,-34.5617994297,-58.4484759594,Belgrano,Departamento,5.0,3.0,144.0,142.0,460000.0,BELGRANO  • 11 DE SEPTIEMBRE 1700 • PISO • 5 AMBIENTES • COCHERA
2298,-34.630479,-58.4959689,Floresta,Departamento,2.0,1.0,50.0,44.0,79000.0,Departamento - Floresta Norte
2299,-34.5956582,-58.3934975,Recoleta,Departamento,3.0,2.0,78.0,67.0,190000.0,Venta Departamento 3 ambientes balcón terraza patio Recoleta
2300,-34.5874465,-58.3976149,Recoleta,Departamento,5.0,4.0,167.0,167.0,420000.0,"""La Isla""-Recoleta-Piso estilo francés todo al frente-167m2-5Amb.-dep.serv.-Exclusivo...!"
2301,-34.5875659479,-58.3895758794,Recoleta,Departamento,4.0,3.0,127.0,118.0,530000.0,HERMOSO SEMIPISO EN LO MEJOR DE RECOLETA FRENTE AL HOTEL ALVEAR
2302,-34.5904827,-58.3936864,Recoleta,Departamento,4.0,3.0,98.2316546608587,114.0,295000.0,Departamento - Recoleta
2303,-34.5926397,-58.3950119,Recoleta,Departamento,3.0,2.0,80.0,75.0,230000.0,VENTA Departamento - Barrio Norte -  80 m2  -  Reciclado total - 2 dormit y toil
2304,-34.5899677,-58.4040225,Recoleta,Departamento,3.0,2.0,87.0,87.0,198000.0,Dos dormitorios. Recién reciclado.
2305,-34.5928787,-58.3858001,Recoleta,Departamento,4.0,3.0,108.0,104.0,200000.0,OPORTUNIDAD!! Excelente plano y ubicación.
2306,-34.5904514,-58.4018963,Recoleta,Departamento,5.0,4.0,170.0,161.0,394000.0,Departamento - Recoleta
2307,-34.5499954789,-58.4746004534,Saavedra,Departamento,1.0,1.0,38.0,38.0,89000.0,Departamento monoambiente divisible a estrenar en venta - Saavedra (Financiacion)
2308,-34.6104729,-58.4090253,Balvanera,Departamento,4.0,3.0,140.0,137.0,220000.0,Venta-Departamento  - 4 ambientes - Balvanera- Oportunidad  -Antiguo - Estilo Frances-
2309,-34.6148112,-58.392998,Balvanera,Departamento,2.0,1.0,57.0,52.0,155000.0,Semipiso de 2 ambientes con Cochera fija cubierta - Balvanera
2310,-34.6132657983,-58.4054256159,Balvanera,Departamento,2.0,1.0,34.0,33.0,51000.0,Departamento 2 ambientes en  Balvanera
2311,-34.6181299,-58.4022337,Balvanera,Departamento,2.0,1.0,48.0,48.0,80000.0,SAAVEDRA E INDEPENDENCIA -48 M2 PATIO - Balvanera
2312,-34.6104729,-58.4090253,Balvanera,Departamento,5.0,3.0,153.0,150.0,199000.0,Venta - Departamento - Balvanera - Venta - Oportunidad - 5 ambientes - Luminoso -
2313,-34.6199128,-58.443092,Caballito,Departamento,2.0,1.0,42.0,35.0,100000.0,Departamento de 2 ambientes (42 m2) en venta  / alquiler en Caballito con Patio
2314,-34.6234033,-58.4553066,Caballito,Departamento,2.0,1.0,40.0,40.0,73000.0,BACACAY Y DONATO ALVAREZ - BALCON CORRIDO T/SOL T/EXT IMPECABLE - Caballito
2315,-34.6202756,-58.434692,Caballito,Departamento,2.0,1.0,32.0,32.0,65000.0,Departamento - Caballito
2316,-34.6293907,-58.448738,Caballito,Departamento,4.0,3.0,112.0,106.0,270000.0,Venta departamento 4 ambientes con dependencia y cochera
2317,-34.6277695,-58.4294161,Caballito,Departamento,1.0,1.0,37.0,33.0,78000.0,MONOAMBIENTE  MODERNO AL  VALOR DE MERCADO  !
2318,-34.6102264,-58.4322629,Caballito,Departamento,2.0,1.0,52.0,36.0,67000.0,E. Acevedo 500 PB 2 amb. c/ patio. A refaccionar. Caballito Parque Centenario Oportunidad!!
2319,-34.6293147,-58.4510483,Caballito,Departamento,2.0,1.0,44.0,40.0,105000.0,Semipiso de 2 Ambientes al Frente con Balcón - Caballito
2320,-34.6142641,-58.4358132,Caballito,Departamento,3.0,2.0,78.0,65.0,200000.0,3 Ambientes c/Cochera a Estrenar - Eleodoro Lobos 280 - Caballito
2321,-34.618690731526065,-58.441599227152196,Caballito,Departamento,2.0,1.0,49.0,43.0,118000.0,Departamento- 2 Ambientes c/ Balcon y Parrilla - Caballito
2322,-34.6142641,-58.4358132,Caballito,Departamento,3.0,2.0,67.0,55.0,150000.0,3 Ambientes  a Estrenar - Eleodoro Lobos 280 - Caballito
2323,-34.6168581,-58.4259572,Caballito,Departamento,3.0,2.0,52.0,52.0,120000.0,HOY SIN EXPENSAS EN MARMOL Y BELGRANO - T/A NUEVO PATIO - Caballito
2324,-34.6284674826,-58.4480408249,Caballito,Departamento,4.0,3.0,86.0,80.0,335000.0,Departamento - Caballito - 4 Ambientes con cochera
2325,-34.5893252,-58.4473975,Chacarita,Departamento,2.0,1.0,38.0,38.0,88000.0,"EN VENTA CHACARITA DEPARTAMENTO DE 2 AMB RECICLADO , ALTO , LUMINOSO"
2326,-34.5805275,-58.4650258,Chacarita,Departamento,2.0,1.0,67.0,67.0,119900.0,Espectacular PH en dúplex con parrilla propia · Cero expensas!
2327,-34.5865439,-58.441813,Chacarita,Departamento,2.0,1.0,44.0,41.0,100000.0,OPORTUNIDAD! 2 ambientes con patio en excelente zona
2328,-34.5819516,-58.4477398,Chacarita,Departamento,2.0,1.0,63.0,58.0,130000.0,Amplio 2 ambientes de 63 m2 · 100% Amenities!!
2329,-34.5815206307,-58.4493390289,Chacarita,Departamento,3.0,2.0,73.0,61.0,220000.0,Venta Departamento 3 Amb. c/COCHERA
2330,-34.6149842,-58.3832312,Monserrat,Departamento,1.0,1.0,33.0,33.0,67000.0,"EXCELENTE MONOAMBIENTE C/BALCÓN AL FRENTE, AMENITIES - MONSERRAT!!"
2331,-34.5865439,-58.441813,Colegiales,Departamento,2.0,1.0,44.0,41.0,100000.0,OPORTUNIDAD! 2 ambientes con patio en excelente zona
2332,-34.5722889,-58.4427017,Colegiales,Departamento,2.0,1.0,45.0,41.0,110000.0,AMPLIO 2 AMBIENTES EN VENTA COLEGIALES - BELGRANO PB CON PATIO
2333,-34.5805275,-58.4650258,Colegiales,Departamento,2.0,1.0,67.0,67.0,119900.0,Espectacular PH en dúplex con parrilla propia · Cero expensas!
2334,-34.5973837,-58.4051391,Barrio Norte,Departamento,4.0,3.0,91.0,85.0,165000.0,SUPER OPORTUNIDAD DEPARTAMENTO 3 DORMITORIOS EN VENTA BARRIO NORTE PISO ALTO LUMINOSO
2335,-34.5847875,-58.4052326,Barrio Norte,Departamento,2.0,1.0,31.0,31.0,85000.0,Excelente 2 ambientes en impecable estado - Barrio norte
2336,-34.5950282,-58.3973789,Barrio Norte,Departamento,1.0,1.0,55.0,52.0,176000.0,Departamento - Recoleta
2337,-34.5950282,-58.3973789,Barrio Norte,Departamento,1.0,1.0,55.0,52.0,176000.0,Amplio Departamento de 1 ambiente en venta en Recoleta Barrio Norte al frente con renta
2338,-34.5950282,-58.3973789,Barrio Norte,Departamento,3.0,3.0,48.0,45.0,342900.0,En venta Departamento dúplex 3 ambientes piso alto luminoso barrio norte
2339,-34.5950282,-58.3973789,Barrio Norte,Departamento,1.0,1.0,48.0,45.0,153600.0,Monoambiente en venta con renta en Recoleta barrio norte al frente luminoso
2340,-34.5950282,-58.3973789,Barrio Norte,Departamento,1.0,1.0,48.0,45.0,156000.0,Monoambiente en venta con renta en Recoleta barrio norte al frente luminoso
2341,-34.5938135,-58.413975,Barrio Norte,Departamento,3.0,2.0,45.0,45.0,125000.0,Departamento - Barrio Norte
2342,-34.5938135,-58.413975,Barrio Norte,Departamento,3.0,2.0,45.0,45.0,125000.0,Departamento - Barrio Norte
2343,-34.6021132,-58.3893552,San Nicolás,Departamento,2.0,1.0,37.0,37.0,87000.0,Impecable departamento en Barrio Norte!!!
2344,-34.6000278,-58.3788749,San Nicolás,Departamento,1.0,0.0,27.0,27.0,62000.0,Venta de departamento monoambiente con cochera en Microcentro (28225)
2345,-34.6013495,-58.3783878,San Nicolás,Departamento,1.0,0.0,28.0,28.0,69000.0,ENCANTADOR  DEPARTAMENTO DE UN AMBIENTE Y MEDIO EN VENTA EN CENTRO TUCUMAN Y ESMERALDA EDIFCIO HISTORICO
2346,-34.6030779,-58.3872228,San Nicolás,Departamento,2.0,1.0,38.0,38.0,89000.0,Venta Excelente Oportunidad en Barrio Norte!!
2347,-34.6005971,-58.38782,San Nicolás,Departamento,2.0,1.0,33.0,33.0,85000.0,Venta Impecable Depto en Barrio Norte!!
2348,-34.6030338,-58.4374428735,Villa Crespo,Departamento,3.0,2.0,86.0,53.0,125000.0,Departamento 3 amb apto profesional con balcón terraza  / Villa Crespo
2349,-34.6051817,-58.4526747,Villa Crespo,Departamento,2.0,1.0,46.0,46.0,80000.0,2 AMB AL FRENTE C/ BALCON Y LAVADERO - EXC ESTADO
2350,-34.5865439,-58.441813,Villa Crespo,Departamento,2.0,1.0,44.0,41.0,100000.0,OPORTUNIDAD! 2 ambientes con patio en excelente zona
2351,-34.597241,-58.4272489,Villa Crespo,Departamento,2.0,1.0,52.0,44.0,108000.0,Argañaras 32 - Departamento - Villa Crespo - Venta de pozo
2352,-34.59822949694824,-58.440950440378785,Villa Crespo,Departamento,2.0,1.0,53.0,49.0,130000.0,VILLA CRESPO • PRINGLES 1000 • 2 AMBIENTES
2353,-34.597241,-58.4272489,Villa Crespo,Departamento,2.0,1.0,47.0,40.0,94000.0,Argañaras 32 - Departamento - Villa Crespo - Venta de pozo
2354,-34.6005415,-58.4297936,Villa Crespo,Departamento,3.0,2.0,69.0,63.0,165000.0,Departamento 3 ambientes c/dependencia. 2  Balcones / Baulera Muy luminoso
2355,-34.5994976,-58.4390051,Villa Crespo,Departamento,4.0,3.0,82.0,74.0,125000.0,"3 AMBIENTES | CORRIENTES, AVDA. al 5200"
2356,-34.598962,-58.5003802,Villa Devoto,Departamento,3.0,2.0,77.0,72.0,148000.0,Departamento - Villa Devoto
2357,-34.6769313304,-58.4928426344,Villa Lugano,Departamento,3.0,2.0,51.0,51.0,55000.0,Departamento venta -2 dormitorios- 1 baño -51mts2 totales - Villa Lugano
2358,-34.6653463,-58.4770649,Villa Lugano,Departamento,3.0,2.0,58.399970533437475,70.0,56850.0,Departamento - Villa Lugano
2359,-34.6170004,-58.3628234,Puerto Madero,Departamento,4.0,2.0,118.0,110.0,490000.0,Excelente 3 Ambientes con cochera y baulera en  Puerto Madero
2360,-34.6095506,-58.3634971,Puerto Madero,Departamento,2.0,1.0,69.0,59.0,325000.0,Amplio 2 ambientes en venta puerto madero con Balcón Toilette y cochera. Full amenities
2361,-34.6237933,-58.4022563,San Cristobal,Departamento,3.0,2.0,59.0,55.0,85000.0,Departamento - San Cristobal
2362,-34.5802658648,-58.4633717847,Villa Ortuzar,Departamento,2.0,1.0,52.0,44.0,155000.0,Hermoso 2 amb frente a la plaza con amplio balcón y espectacular vista. Cochera fija.
2363,-34.5805275,-58.4650258,Villa Ortuzar,Departamento,2.0,1.0,67.0,67.0,119900.0,Espectacular PH en dúplex con parrilla propia · Cero expensas!
2364,-34.5759033,-58.4777173,Villa Urquiza,Departamento,4.0,2.0,120.0,70.0,228000.0,Venta de PH de 4 ambientes con dependencia y terraza con parrilla en Villa Urquiza
2365,-34.5737175,-58.4808182,Villa Urquiza,Departamento,4.0,3.0,85.0,79.0,225000.0,"3 dormitorio , cochera, baulera, balcón. Luminoso"
2366,-34.5794673,-58.4892067,Villa Urquiza,Departamento,2.0,1.0,42.0,39.0,98000.0,Departamento - Villa Urquiza
2367,-34.5679999,-58.4915154,Villa Urquiza,Departamento,4.0,3.0,214.0,170.0,300000.0,Departamento - 4 amb con terraza y cochera
2368,-34.573714,-58.481455,Villa Urquiza,Departamento,3.0,2.0,60.0,60.0,196000.0,Departamento en Venta en Villa Urquiza
2369,-34.5805275,-58.4650258,Villa Urquiza,Departamento,2.0,1.0,67.0,67.0,119900.0,Espectacular PH en dúplex con parrilla propia · Cero expensas!
2370,-34.5646356,-58.486895,Villa Urquiza,Departamento,1.0,1.0,41.0,37.0,108000.0,Un ambiente a estrenar con vista abierta a pulmón. Super luminoso. - Villa Urquiza
2371,-34.566266,-58.487928,Villa Urquiza,Departamento,2.0,1.0,52.0,40.0,80156.0,Departamento - Villa Urquiza
2372,-34.5673404934,-58.4869382386,Villa Urquiza,Departamento,1.0,1.0,35.0,32.0,88000.0,Departamento - Urquiza R
2373,-34.566266,-58.487928,Villa Urquiza,Departamento,1.0,1.0,44.0,28.0,67252.0,Departamento - Villa Urquiza
2374,-34.5752344,-58.4841073,Villa Urquiza,Departamento,4.0,3.0,89.0,76.0,279000.0,Venta - Departamento - Villa Urquiza - 4 ambientes - Pileta - Parrilla - GYM -SUM
2375,-34.566266,-58.487928,Villa Urquiza,Departamento,2.0,1.0,103.0,60.0,185475.0,Departamento - Villa Urquiza
2376,-34.5766031,-58.4862428,Villa Urquiza,Departamento,3.0,2.0,60.0,52.0,199000.0,Departamento - Villa Urquiza
2377,-34.6360064,-58.4868543,Velez Sarsfield,Departamento,1.0,1.0,32.0,32.0,52000.0,Departamento - Velez Sarsfield
2378,-34.6388462601,-58.4253499571,Parque Chacabuco,Departamento,3.0,2.0,102.0,72.0,124900.0,Departamento de 3 amb con terraza propia de 102 m2 totales en Parque Chacabuco
2379,-34.6367883,-58.3968954,Parque Patricios,Departamento,4.0,3.0,100.0,100.0,250000.0,4 AMB CON DEPENDENCIA | COCHERA | BALCON CORRIDO | LAVADERO
